"","BIN","Borough","House","Street.Name","Job.Type","Work.Type","Permit.Status","Filing.Date","Expiration.Date","Job.Start.Date","Lat","Long"
"1",1088749,"MANHATTAN","1","MADISON AVE","A3","EQ","ISSUED","05/10/2022","05/10/2023",2022-05-10,40.740909,-73.987947
"2",3039744,"BROOKLYN","91","RALPH AVENUE","A3","EQ","ISSUED","05/10/2022","05/10/2023",2021-05-06,40.686912,-73.923501
"3",3244226,"BROOKLYN","2236","EAST 63RD STREET","A1","PL","ISSUED","05/10/2022","05/10/2023",2021-05-06,40.61377,-73.910697
"4",3325917,"BROOKLYN","235","ADAMS STREET","A2","OT","ISSUED","05/10/2022","05/04/2023",2022-03-18,40.696502,-73.98873
"5",3337046,"BROOKLYN","2525","LINDEN BLVD","A2","PL","ISSUED","05/10/2022","05/10/2023",2022-05-10,40.667404,-73.870801
"6",3032216,"BROOKLYN","179","ROGERS AVENUE","A2","OT","ISSUED","05/10/2022","12/18/2022",2022-05-10,40.671238,-73.953144
"7",3131254,"BROOKLYN","5706","21 AVE","A2","OT","ISSUED","05/10/2022","05/17/2023",2021-10-29,40.619652,-73.979032
"8",5174885,"STATEN ISLAND","71","MEADOW AVENUE","NB","","ISSUED","05/10/2022","09/08/2022",2021-05-04,40.601585,-74.093892
"9",4618858,"QUEENS","43-16","166 ST","NB","","ISSUED","05/11/2022","04/29/2023",2021-05-28,40.758079,-73.800534
"10",3426347,"BROOKLYN","689","FRANKLIN AVE","NB","PL","ISSUED","05/11/2022","05/11/2023",2022-05-11,40.674915,-73.956422
"11",2010402,"BRONX","1323","CHISHOLM ST","DM","","ISSUED","06/17/2020","02/21/2021",2020-06-17,40.830992,-73.895698
"12",5032708,"STATEN ISLAND","136","ADA DRIVE","A2","OT","ISSUED","05/11/2022","10/01/2022",2022-05-11,40.620541,-74.15861
"13",3000370,"BROOKLYN","9","DEKALB AVENUE","A3","EQ","ISSUED","05/11/2022","05/11/2023",2020-06-03,40.689985,-73.98254
"14",3000370,"BROOKLYN","9","DEKALB AVENUE","A3","EQ","ISSUED","05/11/2022","05/11/2023",2020-06-03,40.689985,-73.98254
"15",3000370,"BROOKLYN","9","DEKALB  AVENUE","A3","EQ","ISSUED","05/11/2022","05/11/2023",2020-06-03,40.689985,-73.98254
"16",3338507,"BROOKLYN","1388","BUSHWICK AVENUE","A1","","ISSUED","05/11/2022","10/03/2022",2022-05-11,40.684868,-73.910025
"17",3338507,"BROOKLYN","1388","BUSHWICK AVENUE","A1","","ISSUED","05/11/2022","10/03/2022",2022-05-11,40.684868,-73.910025
"18",3327107,"BROOKLYN","2864","ATLANTIC AVENUE","DM","EQ","ISSUED","05/11/2022","05/17/2023",2022-05-17,40.676977,-73.888458
"19",4451550,"QUEENS","162-5","71ST AVE","A2","OT","ISSUED","05/11/2022","05/01/2023",2022-01-14,40.730433,-73.806956
"20",1811452,"MANHATTAN","20","RANDALLS ISLAND","A2","OT","ISSUED","05/11/2022","01/01/2023",2022-05-11,NA,NA
"21",3004546,"BROOKLYN","207","PRESIDENT STREET","A1","","ISSUED","05/10/2022","01/01/2023",2020-12-21,40.682482,-73.998861
"22",1022581,"MANHATTAN","1","TIMES SQUARE","A2","OT","ISSUED","05/10/2022","10/01/2022",2022-05-16,40.756628,-73.986287
"23",1013637,"MANHATTAN","341","WEST 38TH STREET","A1","PL","ISSUED","05/12/2022","05/12/2023",2022-05-12,40.755237,-73.992864
"24",1009430,"MANHATTAN","16","FIFTH AVENUE","NB","","ISSUED","03/18/2024","03/17/2025",2022-09-23,40.732624,-73.996092
"25",5017765,"STATEN ISLAND","139","TILLMAN STREET","A2","OT","ISSUED","08/08/2022","07/06/2023",2020-02-06,40.604675,-74.116178
"26",3332224,"BROOKLYN","748","HENRY STREET","A2","PL","ISSUED","08/08/2022","08/08/2023",2021-08-27,40.675409,-74.003612
"27",3428627,"BROOKLYN","3192","ATLANTIC AVENUE","NB","","ISSUED","05/12/2022","05/23/2023",2020-06-09,40.679952,-73.877619
"28",3338507,"BROOKLYN","1388","BUSHWICK AVENUE","A1","","ISSUED","05/11/2022","10/03/2022",2022-05-12,40.684868,-73.910025
"29",4531123,"QUEENS","147-48","HOOK CREEK BOULEVARD","A2","OT","ISSUED","08/08/2022","10/01/2022",2022-08-08,40.655744,-73.726614
"30",3047675,"BROOKLYN","327","BAINBRIDGE  STREET","A2","OT","ISSUED","05/13/2022","12/18/2022",2022-05-13,40.681817,-73.923654
"31",2000697,"BRONX","265","ALEXANDER AVENUE","A1","","ISSUED","05/13/2022","05/16/2023",2020-10-09,40.810473,-73.924847
"32",2130558,"BRONX","6327","BROADWAY","NB","","ISSUED","05/13/2022","05/23/2023",2020-12-23,NA,NA
"33",1091717,"MANHATTAN","155","WEST 29TH STREET","NB","","ISSUED","05/13/2022","10/01/2022",2021-07-13,40.747308,-73.991587
"34",4099366,"QUEENS","144-07","21 AVENUE","A2","OT","ISSUED","05/13/2022","10/01/2022",2022-05-13,40.78061,-73.823615
"35",5106483,"STATEN ISLAND","105","HAMILTON AVENUE","A2","MH","ISSUED","05/13/2022","02/22/2023",2021-07-21,40.644735,-74.081222
"36",2007580,"BRONX","1840","ANTHONY AVENUE","A1","","ISSUED","05/13/2022","10/08/2022",2021-12-16,40.847574,-73.903653
"37",3094480,"BROOKLYN","521","ELDERT LANE","A2","OT","ISSUED","05/02/2022","09/16/2022",2022-05-13,40.678242,-73.864972
"38",3053387,"BROOKLYN","121","MACDONOUGH ST","A1","","ISSUED","08/18/2021","12/24/2022",2022-05-19,40.681263,-73.941646
"39",1019603,"MANHATTAN","245","EAST 19TH STREET","A2","OT","ISSUED","05/15/2022","06/22/2022",2022-03-22,40.735828,-73.983614
"40",5042638,"STATEN ISLAND","61","ANDERSON STREET","A2","OT","ISSUED","05/16/2022","10/01/2022",2022-05-24,40.615914,-74.069758
"41",3202030,"BROOKLYN","1719","AVENUE X","A2","OT","ISSUED","05/16/2022","05/23/2023",2020-12-08,40.592449,-73.952994
"42",1045894,"MANHATTAN","425","EAST 74TH STREET","A2","OT","ISSUED","05/16/2022","05/06/2023",2021-01-28,40.768821,-73.95431
"43",1044935,"MANHATTAN","330","E 75TH STREET","A2","OT","ISSUED","05/16/2022","12/09/2022",2021-08-06,40.770383,-73.956085
"44",1035371,"MANHATTAN","343","MADISON AVENUE","DM","","ISSUED","05/16/2022","01/28/2023",2022-02-22,40.754253,-73.97821
"45",4618544,"QUEENS","147-25","94TH AVENUE","A2","BL","ISSUED","05/16/2022","05/01/2023",2021-03-23,40.699222,-73.806426
"46",3335882,"BROOKLYN","172","CADMAN PLAZA EAST","A2","OT","ISSUED","05/17/2022","05/14/2023",2020-02-19,40.698511,-73.989906
"47",3428829,"BROOKLYN","46","STOCKHOLM STREET","NB","PL","ISSUED","05/17/2022","05/17/2023",2021-05-26,40.696204,-73.926003
"48",2092082,"BRONX","3603","THIRD AVENUE","A2","OT","ISSUED","05/17/2022","05/15/2023",2021-02-19,40.83308,-73.904809
"49",4619876,"QUEENS","131-19","FOWLER AVENUE","A3","EQ","ISSUED","06/19/2020","06/19/2021",2020-06-19,40.751837,-73.83296
"50",1078053,"MANHATTAN","725","FDR DRIVE","A2","OT","ISSUED","05/17/2022","05/15/2023",2020-07-08,40.721318,-73.974812
"51",1078053,"MANHATTAN","725","FDR DRIVE","A2","OT","ISSUED","05/17/2022","05/15/2023",2020-07-08,40.721318,-73.974812
"52",1078053,"MANHATTAN","725","FDR DRIVE","A2","OT","ISSUED","05/17/2022","05/15/2023",2020-07-08,40.721318,-73.974812
"53",1078053,"MANHATTAN","725","FDR DRIVE","A2","OT","ISSUED","05/17/2022","05/15/2023",2020-07-08,40.721318,-73.974812
"54",4451550,"QUEENS","162-5","71ST AVE","A2","OT","ISSUED","05/17/2022","05/01/2023",2022-01-14,40.730433,-73.806956
"55",4430785,"QUEENS","1-05","ASTORIA BOULEVARD","A2","OT","ISSUED","05/17/2022","05/15/2023",2021-03-04,40.773895,-73.936539
"56",4430795,"QUEENS","2-08","ASTORIA BOULEVARD","A2","OT","ISSUED","05/17/2022","05/15/2023",2021-04-13,40.77367,-73.936088
"57",2046058,"BRONX","1618","CROSBY AVENUE","DM","","ISSUED","05/13/2022","09/30/2022",2022-05-17,40.844432,-73.830584
"58",4252623,"QUEENS","125-17","ROCKAWAY BLVD","A2","OT","ISSUED","05/18/2022","01/14/2023",2020-04-28,40.675355,-73.812404
"59",2087014,"BRONX","1025","MORRISON AVENUE","A2","FS","ISSUED","05/18/2022","05/01/2023",2022-01-25,40.825403,-73.873666
"60",2087014,"BRONX","1025","MORRISON AVENUE","A2","FB","ISSUED","05/18/2022","05/01/2023",2022-01-25,40.825403,-73.873666
"61",2087014,"BRONX","1025","MORRISON AVENUE","A2","BL","ISSUED","05/18/2022","05/01/2023",2022-01-25,40.825403,-73.873666
"62",2058773,"BRONX","937","EAST 213 STREET","A2","OT","ISSUED","05/18/2022","12/11/2022",2022-05-18,40.877409,-73.858257
"63",2046144,"BRONX","3066","ROBERTS AVENUE","A1","","ISSUED","05/18/2022","03/15/2023",2022-02-02,40.84606,-73.829102
"64",5170925,"STATEN ISLAND","435","TOMPKINS AVENUE","NB","","ISSUED","05/18/2022","11/16/2022",2020-06-18,40.614957,-74.073096
"65",1009430,"MANHATTAN","16","FIFTH AVENUE","NB","","ISSUED","03/18/2024","03/17/2025",2022-09-23,40.732624,-73.996092
"66",3429094,"BROOKLYN","170","FREEMAN STREET","NB","","ISSUED","05/18/2022","05/18/2023",2022-05-18,40.734481,-73.954532
"67",3429094,"BROOKLYN","170","FREEMAN STREET","NB","","ISSUED","05/18/2022","05/18/2023",2022-05-18,40.734481,-73.954532
"68",1016041,"MANHATTAN","25","WEST 39TH STREET","A2","OT","ISSUED","05/18/2022","01/23/2023",2020-07-02,40.752022,-73.983304
"69",4192720,"QUEENS","86-20","116 STREET","A2","OT","ISSUED","05/18/2022","12/05/2022",2021-12-01,40.699695,-73.833541
"70",3416888,"BROOKLYN","4910","14TH AVENUE","NB","","ISSUED","03/08/2023","03/07/2024",2021-10-08,40.633578,-73.990052
"71",1053313,"MANHATTAN","194","LENOX AVE","A2","OT","ISSUED","01/05/2022","03/19/2023",2020-12-11,40.804384,-73.94795
"72",3325166,"BROOKLYN","321","PROSPECT AVENUE","A2","OT","ISSUED","03/08/2023","06/12/2023",2023-03-08,40.662478,-73.987781
"73",3327107,"BROOKLYN","2864","ATLANTIC AVENUE","DM","","ISSUED","05/12/2022","05/18/2023",2022-05-18,40.676977,-73.888458
"74",5084790,"STATEN ISLAND","1888","DRUMGOOLE ROAD WEST","A1","","ISSUED","05/13/2022","10/06/2022",2022-05-18,40.531552,-74.206474
"75",5007133,"STATEN ISLAND","959","BARD AVENUE","A2","OT","ISSUED","05/19/2022","08/31/2022",2022-05-31,40.621027,-74.109049
"76",3056884,"BROOKLYN","57","PUTNAM AVENUE","A2","OT","ISSUED","05/19/2022","12/18/2022",2022-05-19,40.682901,-73.959925
"77",5018738,"STATEN ISLAND","95","SHERADEN AVENUE","A2","OT","ISSUED","05/19/2022","11/15/2022",2022-05-19,40.60916,-74.138181
"78",4216226,"QUEENS","165-20","ARCHER AVENUE","NB","EQ","ISSUED","05/19/2022","05/19/2023",2022-05-19,40.70414,-73.79351
"79",5863316,"STATEN ISLAND","114","NORTHFIELD AVENUE","NB","","ISSUED","05/19/2022","05/19/2023",2022-05-19,40.637658,-74.168217
"80",5048615,"STATEN ISLAND","99","ALTER AVENUE","A2","OT","ISSUED","05/19/2022","10/01/2022",2022-05-19,40.592017,-74.097195
"81",1079184,"MANHATTAN","224","12TH AVENUE","A1","","RE-ISSUED","05/13/2022","03/11/2023",2020-09-28,40.752641,-74.007576
"82",1087645,"MANHATTAN","3880","9 AVENUE","DM","","ISSUED","05/18/2022","05/10/2023",2022-05-20,40.864107,-73.916771
"83",2005347,"BRONX","830","REV JAMES A POLITE AVENUE","A2","OT","ISSUED","05/20/2022","04/25/2023",2022-03-02,40.81875,-73.898886
"84",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","05/20/2022","05/19/2023",2022-01-28,40.528092,-74.192032
"85",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","05/20/2022","05/19/2023",2022-01-28,40.528092,-74.192032
"86",4012524,"QUEENS","44-04","31ST AVENUE","A2","OT","ISSUED","05/20/2022","03/08/2023",2022-05-20,40.759745,-73.913757
"87",1087645,"MANHATTAN","3880","9 AVENUE","DM","EQ","ISSUED","05/20/2022","05/20/2023",2022-05-20,40.864107,-73.916771
"88",3027721,"BROOKLYN","819","DEAN STREET","A1","","ISSUED","05/20/2022","05/22/2023",2027-08-30,40.679133,-73.962862
"89",3027721,"BROOKLYN","819","DEAN STREET","A1","","ISSUED","05/20/2022","05/22/2023",2021-08-30,40.679133,-73.962862
"90",3027721,"BROOKLYN","819","DEAN STREET","A1","","ISSUED","05/20/2022","05/22/2023",2021-08-30,40.679133,-73.962862
"91",2130518,"BRONX","3019","CORLEAR AVENUE","NB","","ISSUED","08/08/2022","06/29/2023",2020-07-16,40.879381,-73.908648
"92",4225215,"QUEENS","91-26","211TH STREET","A2","OT","ISSUED","05/20/2022","04/21/2023",2022-05-20,40.718837,-73.751283
"93",4267054,"QUEENS","114-22","166TH STREET","A2","OT","ISSUED","08/08/2022","06/29/2023",2021-12-17,40.689502,-73.782994
"94",2130763,"BRONX","101","LINCOLN AVENUE","A2","OT","ISSUED","04/20/2020","06/07/2020",2020-04-20,40.807149,-73.929969
"95",2130763,"BRONX","101","LINCOLN AVENUE","A2","OT","ISSUED","06/11/2020","04/22/2021",2020-06-12,40.807149,-73.929969
"96",2130763,"BRONX","101","LINCOLN AVENUE","A2","OT","ISSUED","06/03/2020","01/31/2021",2020-04-20,40.807149,-73.929969
"97",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","06/26/2020","07/08/2020",2020-06-30,40.807149,-73.929969
"98",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","06/26/2020","07/01/2020",2020-06-30,40.807149,-73.929969
"99",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","07/01/2020","07/01/2021",2020-06-30,40.807149,-73.929969
"100",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","07/01/2020","07/01/2021",2020-06-30,40.807149,-73.929969
"101",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","02/09/2021","07/01/2021",2021-02-10,40.807149,-73.929969
"102",2130763,"BRONX","101","LINCOLN AVENUE","NB","PL","ISSUED","03/10/2021","03/10/2022",2021-03-10,40.807149,-73.929969
"103",2130763,"BRONX","101","LINCOLN AVENUE","A2","EQ","ISSUED","03/18/2021","03/18/2022",2021-03-18,40.807149,-73.929969
"104",2130763,"BRONX","101","LINCOLN AVENUE","A2","EQ","ISSUED","04/06/2021","04/06/2022",2021-04-06,40.807149,-73.929969
"105",2130763,"BRONX","101","LINCOLN AVENUE","A2","EQ","ISSUED","04/15/2021","04/15/2022",2021-04-15,40.807149,-73.929969
"106",2130763,"BRONX","101","LINCOLN AVENUE","A2","EQ","ISSUED","04/29/2021","04/29/2022",2021-04-29,40.807149,-73.929969
"107",2130763,"BRONX","101","LINCOLN AVENUE","A2","EQ","ISSUED","05/06/2021","05/06/2022",2021-05-06,40.807149,-73.929969
"108",2130763,"BRONX","101","LINCOLN AVE","A3","EQ","ISSUED","05/13/2021","05/13/2022",2021-05-13,40.807149,-73.929969
"109",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","06/16/2021","03/31/2022",2021-02-10,40.807149,-73.929969
"110",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","06/16/2021","03/31/2022",2020-06-30,40.807149,-73.929969
"111",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","06/16/2021","03/31/2022",2020-06-30,40.807149,-73.929969
"112",2130763,"BRONX","101","LINCOLN AVENUE","A2","EQ","ISSUED","07/23/2021","07/23/2022",2021-07-23,40.807149,-73.929969
"113",2130763,"BRONX","101","LINCOLN AVE","A3","EQ","ISSUED","07/27/2021","07/27/2022",2021-05-13,40.807149,-73.929969
"114",2130763,"BRONX","101","LINCOLN AVENUE","NB","PL","ISSUED","02/08/2022","02/08/2023",2021-03-10,40.807149,-73.929969
"115",2130763,"BRONX","101","LINCOLN AVENUE","NB","","ISSUED","03/25/2022","07/01/2022",2021-02-10,40.807149,-73.929969
"116",4196510,"QUEENS","89-13","118 STREET","A1","","IN PROCESS","09/25/2020","12/06/2022",2022-06-03,40.696855,-73.83035
"117",3429356,"BROOKLYN","83","APOLLO STREET","NB","","ISSUED","05/23/2022","05/23/2023",2022-05-23,40.727137,-73.93807
"118",5042946,"STATEN ISLAND","81","BELAIR ROAD","A2","OT","ISSUED","05/23/2022","10/21/2022",2022-05-23,40.610462,-74.066824
"119",2130558,"BRONX","6327","BROADWAY","NB","","ISSUED","05/23/2022","05/23/2023",2020-12-23,NA,NA
"120",3039569,"BROOKLYN","1443","PITKIN AVENUE","A2","OT","ISSUED","05/23/2022","12/18/2022",2022-05-23,40.668418,-73.920656
"121",3177264,"BROOKLYN","1809","EAST 2 STREET","A1","","ISSUED","05/23/2022","05/10/2023",2020-12-08,40.605315,-73.971215
"122",1009774,"MANHATTAN","422","HUDSON STREET","A2","OT","ISSUED","05/23/2022","05/20/2023",2021-01-25,40.730485,-74.006801
"123",1009774,"MANHATTAN","422","HUDSON STREET","A2","OT","ISSUED","05/23/2022","05/20/2023",2021-01-21,40.730485,-74.006801
"124",1091675,"MANHATTAN","202","E 23 ST","NB","","ISSUED","05/23/2022","01/01/2023",2021-06-28,40.738669,-73.982784
"125",2009646,"BRONX","1511","FULTON AVENUE","A1","PL","ISSUED","05/23/2022","05/23/2023",2021-05-19,40.836743,-73.900492
"126",1080074,"MANHATTAN","358","BOWERY","DM","EQ","ISSUED","05/23/2022","05/23/2023",2022-05-23,40.726772,-73.991673
"127",4623202,"QUEENS","35-15","19TH AVENUE","A3","EQ","ISSUED","04/19/2022","06/03/2023",2022-06-03,40.780124,-73.902028
"128",4253515,"QUEENS","116-64","120 STREET","A2","OT","ISSUED","05/24/2022","05/24/2023",2022-05-24,40.67565,-73.818301
"129",3057705,"BROOKLYN","1084","FULTON STREET","A2","SP","ISSUED","05/24/2022","05/24/2023",2021-05-07,40.681528,-73.957603
"130",3205691,"BROOKLYN","2670","COYLE STREET","A2","OT","ISSUED","05/24/2022","10/22/2022",2022-05-24,40.588353,-73.934778
"131",1048273,"MANHATTAN","150","EAST 91ST STREET","DM","EQ","ISSUED","05/24/2022","05/24/2023",2022-05-24,40.782533,-73.952924
"132",1048273,"MANHATTAN","150","EAST 91ST STREET","DM","EQ","ISSUED","05/24/2022","05/24/2023",2022-05-24,40.782533,-73.952924
"133",1048273,"MANHATTAN","150","EAST 91ST STREET","DM","","ISSUED","05/24/2022","04/03/2023",2022-05-24,40.782533,-73.952924
"134",3428561,"BROOKLYN","12","HALSEY STREET","NB","","ISSUED","12/18/2023","12/17/2024",2023-04-17,40.681446,-73.952902
"135",1052455,"MANHATTAN","2005","3RD AVENUE","DM","","ISSUED","05/24/2022","02/20/2023",2022-05-24,40.794223,-73.942732
"136",1088749,"MANHATTAN","1","MADISON AVE","A3","EQ","ISSUED","05/24/2022","05/24/2023",2022-05-24,40.740909,-73.987947
"137",2069800,"BRONX","4317","FURMAN AVENUE","A2","OT","ISSUED","05/25/2022","05/04/2023",2022-05-25,40.895923,-73.854948
"138",3428561,"BROOKLYN","12","HALSEY STREET","NB","","ISSUED","12/18/2023","12/17/2024",2022-03-21,40.681446,-73.952902
"139",3058228,"BROOKLYN","111","WILLOUGHBY STREET","NB","","ISSUED","05/25/2022","05/25/2023",2022-05-25,40.69214,-73.984628
"140",3332217,"BROOKLYN","92","CENTRE MALL","A2","PL","ISSUED","05/25/2022","05/25/2023",2020-07-06,40.674833,-74.003558
"141",1016077,"MANHATTAN","16","EAST 16TH STREET","DM","","ISSUED","05/25/2022","05/25/2023",2021-09-16,40.737122,-73.99218
"142",3200239,"BROOKLYN","2137","EAST 28TH ST","A2","OT","ISSUED","11/14/2022","08/03/2023",2022-11-14,40.599161,-73.943605
"143",3332224,"BROOKLYN","748","HENRY STREET","A2","PL","ISSUED","05/25/2022","05/25/2023",2020-06-26,40.675409,-74.003612
"144",3069262,"BROOKLYN","302","GRAHAM AVENUE","NB","","ISSUED","05/25/2022","01/28/2023",2020-02-12,40.712768,-73.944086
"145",1053747,"MANHATTAN","28","WEST 130 STREET","DM","","ISSUED","05/24/2022","01/26/2023",2022-05-25,40.810024,-73.94102
"146",3428817,"BROOKLYN","268","BARBEY STREET","A2","SD","ISSUED","05/26/2022","05/26/2023",2022-05-26,40.676365,-73.888452
"147",4536859,"QUEENS","23-47","99 STREET","A2","OT","ISSUED","05/26/2022","10/01/2022",2022-05-26,40.767605,-73.871375
"148",3206005,"BROOKLYN","3308","GLENWOOD RD","DM","","ISSUED","05/26/2022","05/10/2023",2022-05-26,40.634183,-73.944678
"149",2010077,"BRONX","813","ELSMERE PLACE","NB","","ISSUED","05/26/2022","08/12/2022",2022-05-26,40.843169,-73.88831
"150",3153319,"BROOKLYN","14","86 STREET","A2","OT","ISSUED","05/26/2022","12/18/2022",2022-05-26,40.625549,-74.040073
"151",4095526,"QUEENS","97-10","72 DR","A2","OT","ISSUED","05/26/2022","12/18/2022",2022-05-26,40.708741,-73.846551
"152",3429227,"BROOKLYN","57","DUPONT STREET","DM","EQ","ISSUED","05/26/2022","05/26/2023",2022-05-26,40.735643,-73.957648
"153",3429227,"BROOKLYN","57","DUPONT STREET","DM","","ISSUED","05/26/2022","02/24/2023",2022-05-26,40.735643,-73.957648
"154",2023810,"BRONX","1120","WHEELER AVE","A2","OT","ISSUED","05/26/2022","05/01/2023",2022-02-11,40.826672,-73.879669
"155",3069262,"BROOKLYN","302","GRAHAM AVENUE","NB","","ISSUED","05/26/2022","01/28/2023",2020-02-12,40.712768,-73.944086
"156",3069262,"BROOKLYN","302","GRAHAM AVENUE","NB","","ISSUED","05/26/2022","05/26/2023",2020-02-12,40.712768,-73.944086
"157",3069262,"BROOKLYN","302","GRAHAM AVENUE","NB","","ISSUED","05/26/2022","05/26/2023",2020-02-12,40.712768,-73.944086
"158",2128709,"BRONX","3187","GRAND CONCOURSE","NB","","ISSUED","05/26/2022","11/05/2022",2020-05-08,40.876341,-73.885774
"159",2128709,"BRONX","3187","GRAND CONCOURSE","NB","","ISSUED","05/26/2022","11/05/2022",2020-05-08,40.876341,-73.885774
"160",1017074,"MANHATTAN","335","5TH AVENUE","DM","EQ","ISSUED","05/26/2022","06/01/2023",2021-05-25,40.74787,-73.984961
"161",1017074,"MANHATTAN","335","5TH AVENUE","DM","EQ","ISSUED","05/26/2022","06/01/2023",2021-05-25,40.74787,-73.984961
"162",2128709,"BRONX","3187","GRAND CONCOURSE","NB","","ISSUED","05/26/2022","11/05/2022",2020-05-08,40.876341,-73.885774
"163",3157466,"BROOKLYN","7000","21 AVENUE","A3","EQ","ISSUED","05/26/2022","05/26/2023",2020-05-27,40.612273,-73.986713
"164",3157466,"BROOKLYN","7000","21 AVENUE","A3","EQ","ISSUED","05/26/2022","05/26/2023",2020-06-19,40.612273,-73.986713
"165",4159192,"QUEENS","217-63","54 AVENUE","A2","OT","ISSUED","05/26/2022","10/01/2022",2022-05-26,40.752569,-73.762392
"166",1019544,"MANHATTAN","220","EAST 17TH STREET","A2","OT","ISSUED","05/24/2022","01/18/2023",2022-05-26,40.734772,-73.98478
"167",1019544,"MANHATTAN","220","EAST 17TH STREET","A2","OT","ISSUED","05/24/2022","01/18/2023",2022-05-26,40.734772,-73.98478
"168",4225215,"QUEENS","91-26","211TH STREET","A2","OT","ISSUED","05/27/2022","04/21/2023",2022-05-27,40.718837,-73.751283
"169",4464276,"QUEENS","300","HILLSIDE AVENUE","NB","PL","ISSUED","05/27/2022","05/27/2023",2022-05-27,40.56693,-73.891133
"170",4257797,"QUEENS","109-44","143RD STREET","A2","OT","ISSUED","05/27/2022","04/21/2023",2022-05-27,40.687482,-73.802746
"171",1014251,"MANHATTAN","220","WEST 28TH STREET","A1","","ISSUED","05/27/2022","01/01/2023",2021-12-29,40.747582,-73.994197
"172",1083689,"MANHATTAN","511","EAST 20TH STREET","A2","OT","ISSUED","05/27/2022","06/01/2023",2020-10-21,40.733824,-73.97734
"173",4464276,"QUEENS","300","HILLSIDE AVENUE","NB","PL","ISSUED","06/19/2023","06/18/2024",2022-05-27,40.56693,-73.891133
"174",4200791,"QUEENS","101-50","126 ST","A2","OT","ISSUED","05/31/2022","10/01/2022",2022-05-31,40.691278,-73.819874
"175",4170096,"QUEENS","46-19","241 STREET","A1","","ISSUED","05/31/2022","01/25/2023",2021-05-19,40.763512,-73.744239
"176",4017069,"QUEENS","22-50","33 STREET","NB","","ISSUED","05/31/2022","11/19/2022",2020-09-17,40.774507,-73.910684
"177",1013637,"MANHATTAN","341","WEST 38TH STREET","A1","","ISSUED","05/31/2022","05/31/2023",2021-10-25,40.755237,-73.992864
"178",1013637,"MANHATTAN","341","WEST 38TH STREET","A1","","ISSUED","05/31/2022","05/31/2023",2021-09-16,40.755237,-73.992864
"179",1013637,"MANHATTAN","341","WEST 38TH STREET","A1","","ISSUED","05/31/2022","05/31/2023",2021-10-25,40.755237,-73.992864
"180",3080248,"BROOKLYN","720","CHAUNCEY STREET","A2","OT","ISSUED","05/31/2022","12/18/2022",2022-05-31,40.685014,-73.907706
"181",4623739,"QUEENS","2-21","MALT DRIVE","NB","","ISSUED","05/31/2022","05/31/2023",2022-03-03,NA,NA
"182",1088749,"MANHATTAN","1","MADISON AVENUE","A2","EQ","ISSUED","12/10/2020","12/11/2021",2020-12-11,40.740909,-73.987947
"183",2011872,"BRONX","16","WADE SQUARE","NB","","ISSUED","05/27/2022","07/01/2022",2022-05-31,40.85193,-73.891082
"184",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/18/2024","03/18/2025",2022-01-14,40.769536,-73.771148
"185",4083970,"QUEENS","67-20","60 STREET","A2","OT","ISSUED","06/01/2022","12/18/2022",2022-06-01,40.704485,-73.900333
"186",3034354,"BROOKLYN","687","MONTGOMERY STREET","A1","","ISSUED","06/01/2022","03/16/2023",2021-05-21,40.664909,-73.941772
"187",3424338,"BROOKLYN","26","BROADWAY","A2","PL","ISSUED","06/01/2022","06/01/2023",2022-06-01,40.710752,-73.967973
"188",3387625,"BROOKLYN","2015","FLATBUSH AVENUE","A1","","ISSUED","06/01/2022","05/13/2023",2021-05-28,40.620583,-73.934671
"189",2129483,"BRONX","2680","MORRIS AVENUE","NB","","ISSUED","06/01/2022","06/29/2022",2022-06-01,40.867472,-73.895959
"190",2129483,"BRONX","2680","MORRIS AVENUE","NB","","ISSUED","06/01/2022","06/29/2022",2022-06-01,40.867472,-73.895959
"191",2129483,"BRONX","2680","MORRIS AVENUE","NB","","ISSUED","06/01/2022","06/29/2022",2022-06-01,40.867472,-73.895959
"192",3107131,"BROOKLYN","460","SCHENECTADY AVENUE","A1","","ISSUED","06/01/2022","03/07/2023",2022-06-01,40.662421,-73.934464
"193",3107131,"BROOKLYN","460","SCHENECTADY AVENUE","A1","","ISSUED","06/01/2022","03/07/2023",2022-06-01,40.662421,-73.934464
"194",3107131,"BROOKLYN","460","SCHENECTADY AVENUE","A1","","ISSUED","06/01/2022","03/07/2023",2022-06-01,40.662421,-73.934464
"195",1007359,"MANHATTAN","182","SPRING STREET","DM","EQ","ISSUED","05/04/2022","06/01/2023",2022-06-01,40.72493,-74.002738
