"","BIN","Borough","House","Street.Name","Job.Type","Work.Type","Permit.Status","Filing.Date","Expiration.Date","Job.Start.Date","Lat","Long"
"11508",4056377,"QUEENS","50-42","69TH PLACE","NB","","ISSUED","02/17/2025","07/01/2025",2023-08-17,40.736122,-73.895082
"11509",4623245,"QUEENS","331","BEACH 35 STREET","NB","","ISSUED","02/19/2025","04/01/2025",2023-03-09,40.596108,-73.767699
"11510",1004377,"MANHATTAN","270","EAST 2ND STREET","NB","","ISSUED","02/20/2025","11/19/2025",2023-11-16,40.720822,-73.980602
"11511",2051283,"BRONX","2500","BARKER AVENUE","NB","PL","ISSUED","02/20/2025","02/20/2026",2021-02-11,40.863569,-73.86936
"11512",4623245,"QUEENS","331","BEACH 35 STREET","NB","","ISSUED","02/20/2025","04/01/2026",2023-03-09,40.596108,-73.767699
"11513",3065463,"BROOKLYN","341","KINGSLAND AVE","A1","","IN PROCESS","12/30/2024","",2022-10-04,40.728574,-73.942139
"11514",1004377,"MANHATTAN","270","EAST 2ND STREET","NB","","ISSUED","02/11/2025","11/19/2025",2023-11-16,40.720822,-73.980602
"11515",3052413,"BROOKLYN","407","TOMPKINS AVE","A1","","ISSUED","06/08/2022","09/26/2025",2021-07-16,40.683536,-73.943937
"11516",3065463,"BROOKLYN","341","KINGSLAND AVENUE","A2","SD","IN PROCESS","12/30/2024","",2020-12-21,40.728574,-73.942139
"11517",3429266,"BROOKLYN","48","CEDAR STREET","A2","OT","ISSUED","02/25/2025","02/25/2026",2025-02-25,40.697034,-73.927615
"11518",3429621,"BROOKLYN","875","ERSKINE STREET","NB","","ISSUED","02/25/2025","02/25/2026",2022-09-26,40.656078,-73.86781
"11519",2130625,"BRONX","240","DRAKE STREET","A2","OT","ISSUED","02/25/2025","02/17/2026",2022-04-06,40.806362,-73.880504
"11520",2130439,"BRONX","784","COURTLANDT AVENUE","NB","","ISSUED","02/25/2025","05/02/2025",2023-11-01,40.822396,-73.916801
"11521",2130439,"BRONX","784","COURTLANDT AVENUE","NB","","ISSUED","02/25/2025","05/02/2025",2023-11-01,40.822396,-73.916801
"11522",4618910,"QUEENS","35-32","LEAVITT STREET","NB","","ISSUED","02/28/2025","05/30/2025",2020-09-29,40.764245,-73.828835
"11523",3009549,"BROOKLYN","218","23 STREET","NB","","ISSUED","02/28/2025","09/26/2025",2024-05-07,40.660664,-73.995329
"11524",3009549,"BROOKLYN","218","23 STREET","NB","","ISSUED","02/28/2025","09/26/2025",2024-05-07,40.660664,-73.995329
"11525",4114142,"QUEENS","40-28","MAIN STREET","A2","OT","ISSUED","02/28/2025","02/28/2026",2020-11-09,40.758861,-73.829802
"11526",4623796,"QUEENS","21-07","ASTORIA BOULEVARD","NB","","ISSUED","02/28/2025","05/23/2025",2024-09-13,40.772138,-73.92563
"11527",3001546,"BROOKLYN","57","MIDDAGH STREET","A1","","ISSUED","02/28/2025","03/11/2026",2025-03-11,40.70029,-73.99261
"11528",5052861,"STATEN ISLAND","355","NEW DORP LANE","A2","MH","ISSUED","02/28/2025","08/10/2025",2025-02-28,40.570999,-74.110727
"11529",4624278,"QUEENS","130-17","ROCKAWAY BOULEVARD","A2","SD","ISSUED","02/28/2025","02/28/2026",2024-02-23,40.674977,-73.808245
"11530",4624278,"QUEENS","130-17","ROCKAWAY BOULEVARD","A2","SP","ISSUED","02/28/2025","02/28/2026",2024-02-23,40.674977,-73.808245
"11531",3071418,"BROOKLYN","325","BUSHWICK AVENUE","A2","PL","ISSUED","02/28/2025","02/28/2026",2020-02-13,40.705204,-73.939407
"11532",3031636,"BROOKLYN","207","BROOKLYN AVENUE","A2","PL","ISSUED","02/25/2025","02/28/2026",2022-01-18,40.672725,-73.944653
"11533",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","OT","ISSUED","03/03/2025","10/25/2025",2021-09-08,40.656046,-73.953742
"11534",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","MH","ISSUED","03/03/2025","10/25/2025",2021-10-25,40.656046,-73.953742
"11535",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","OT","ISSUED","03/03/2025","10/25/2025",2021-10-25,40.656046,-73.953742
"11536",2130439,"BRONX","784","COURTLANDT AVENUE","NB","","ISSUED","03/03/2025","05/02/2025",2023-11-01,40.822396,-73.916801
"11537",1091641,"MANHATTAN","443","WEST 54TH STREET","A2","SP","ISSUED","03/04/2025","03/04/2026",2021-04-16,40.766537,-73.988397
"11538",3429266,"BROOKLYN","48","CEDAR STREET","A2","OT","ISSUED","03/04/2025","03/04/2026",2025-03-04,40.697034,-73.927615
"11539",3071418,"BROOKLYN","325","BUSHWICK AVENUE","A2","OT","ISSUED","03/04/2025","03/01/2026",2020-11-13,40.705204,-73.939407
"11540",4617668,"QUEENS","148-18","HILLSIDE AVE","NB","PL","ISSUED","03/04/2025","03/04/2026",2024-01-22,40.706166,-73.808184
"11541",3245804,"BROOKLYN","89","WEST END AVE","NB","","ISSUED","03/04/2025","05/17/2025",2021-04-16,40.579694,-73.953413
"11542",3416888,"BROOKLYN","4910","14TH AVENUE","NB","","ISSUED","03/04/2025","03/07/2026",2021-10-08,40.633578,-73.990052
"11543",3071418,"BROOKLYN","325","BUSHWICK AVENUE","A2","PL","ISSUED","03/04/2025","03/04/2026",2020-02-13,40.705204,-73.939407
"11544",1090459,"MANHATTAN","255","WEST 34TH STREET","NB","","ISSUED","03/04/2025","03/04/2026",2020-06-05,40.751823,-73.992569
"11545",1046667,"MANHATTAN","1076","MADISON AVENUE","A1","","ISSUED","03/04/2025","08/15/2025",2021-06-01,40.777826,-73.961041
"11546",1050618,"MANHATTAN","421","EAST 88 STREET","A2","PL","ISSUED","03/05/2025","03/05/2026",2021-04-06,40.777911,-73.947757
"11547",3429464,"BROOKLYN","2440","FULTON STREET","NB","","ISSUED","03/06/2025","06/22/2025",2022-07-11,40.677869,-73.903473
"11548",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","PL","ISSUED","03/07/2025","03/07/2026",2022-01-12,40.528092,-74.192032
"11549",4617668,"QUEENS","148-18","HILLSIDE AVE","NB","","ISSUED","03/07/2025","03/02/2026",2022-06-10,40.706166,-73.808184
"11550",3065463,"BROOKLYN","341","KINGSLAND AVE","A1","","ISSUED","03/07/2025","12/31/2025",2022-10-04,40.728574,-73.942139
"11551",3065463,"BROOKLYN","341","KINGSLAND AVENUE","A2","SD","ISSUED","03/07/2025","03/07/2026",2020-12-21,40.728574,-73.942139
"11552",3065463,"BROOKLYN","341","KINGSLAND AVENUE","A2","SP","ISSUED","03/07/2025","03/07/2026",2020-12-16,40.728574,-73.942139
"11553",1084081,"MANHATTAN","160","CONVENT AVENUE","A2","OT","ISSUED","03/07/2025","01/09/2026",2021-03-17,40.819196,-73.950221
"11554",1013637,"MANHATTAN","341","WEST 38TH STREET","A1","","ISSUED","03/07/2025","03/19/2026",2021-10-25,40.755237,-73.992864
"11555",3055377,"BROOKLYN","333","LAFAYETTE AVENUE","A2","OT","ISSUED","03/07/2025","03/08/2026",2021-05-14,40.688657,-73.962027
"11556",4623703,"QUEENS","143-02","135 AVENUE","A3","EQ","ISSUED","03/10/2025","03/10/2026",2025-03-10,NA,NA
"11557",2130625,"BRONX","240","DRAKE STREET","NB","","ISSUED","03/11/2025","09/01/2025",2025-03-11,40.806362,-73.880504
"11558",2130625,"BRONX","240","DRAKE STREET","NB","","ISSUED","03/11/2025","09/01/2025",2025-03-11,40.806362,-73.880504
"11559",3027721,"BROOKLYN","819","DEAN STREET","A1","","ISSUED","03/11/2025","05/22/2025",2027-08-30,40.679133,-73.962862
"11560",1015733,"MANHATTAN","262","FIFTH AVENUE","NB","","ISSUED","03/11/2025","03/17/2026",2022-06-16,40.745081,-73.987019
"11561",1033691,"MANHATTAN","720","WEST END AVENUE","A1","","ISSUED","03/11/2025","03/17/2026",2022-07-08,40.794723,-73.973581
"11562",3004559,"BROOKLYN","407","CLINTON STREET","A1","","ISSUED","03/11/2025","03/26/2026",2020-07-01,40.682444,-73.998107
"11563",2130625,"BRONX","240","DRAKE STREET","NB","","ISSUED","03/06/2025","09/01/2025",2025-03-11,40.806362,-73.880504
"11564",1091036,"MANHATTAN","355","WEST 39TH STREET","NB","","ISSUED","03/12/2025","06/07/2025",2022-10-31,40.755978,-73.992694
"11565",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","PL","ISSUED","03/12/2025","03/12/2026",2020-01-24,40.589896,-73.807556
"11566",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","PL","ISSUED","03/12/2025","03/12/2026",2020-01-24,40.589896,-73.807556
"11567",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","ISSUED","03/12/2025","03/12/2026",2020-11-03,40.749545,-73.822073
"11568",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","ISSUED","03/12/2025","03/12/2026",2020-11-03,40.749545,-73.822073
"11569",4116436,"QUEENS","46-21","COLDEN STREET","A2","OT","ISSUED","03/12/2025","03/12/2026",2020-11-03,40.749545,-73.822073
"11570",4116436,"QUEENS","46-21","COLDEN STREET","A3","EQ","ISSUED","03/12/2025","03/12/2026",2020-02-18,40.749545,-73.822073
"11571",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","OT","ISSUED","03/13/2025","05/13/2025",2021-09-08,40.656046,-73.953742
"11572",1014251,"MANHATTAN","220","WEST 28TH STREET","A2","SP","ISSUED","03/13/2025","03/13/2026",2022-11-22,40.747582,-73.994197
"11573",4116436,"QUEENS","46-21","COLDEN STREET","A2","MH","ISSUED","03/13/2025","03/13/2026",2020-11-03,40.749545,-73.822073
"11574",3337258,"BROOKLYN","5216","4 AVE","A1","PL","ISSUED","03/17/2025","03/17/2026",2022-09-29,40.645207,-74.013906
"11575",2046144,"BRONX","3066","ROBERTS AVENUE","A1","","ISSUED","03/17/2025","03/15/2026",2022-02-02,40.84606,-73.829102
"11576",3430202,"BROOKLYN","85","4TH AVENUE","NB","","RE-ISSUED","03/12/2025","03/17/2026",2025-03-13,40.681608,-73.980192
"11577",1004377,"MANHATTAN","270","EAST 2ND STREET","NB","","ISSUED","03/19/2025","11/19/2025",2023-11-16,40.720822,-73.980602
"11578",1007953,"MANHATTAN","152","MERCER STREET","A2","OT","ISSUED","03/19/2025","01/01/2026",2020-07-07,40.725051,-73.998221
"11579",1017224,"MANHATTAN","415","5TH AVENUE","A3","OT","ISSUED","03/20/2025","08/09/2025",2025-03-20,40.750603,-73.982972
"11580",1003732,"MANHATTAN","235","E BROADWAY","A1","","IN PROCESS","03/20/2025","12/16/2025",2025-03-20,40.714359,-73.986509
"11581",2130831,"BRONX","1017","OLMSTEAD AVENUE","NB","","ISSUED","03/20/2025","02/22/2026",2024-03-22,40.827586,-73.853196
"11582",5130512,"STATEN ISLAND","25","AUGUSTA AVENUE","A2","PL","ISSUED","03/20/2025","03/20/2026",2020-03-02,40.551882,-74.168869
"11583",2017421,"BRONX","2702","CRESTON AVENUE","NB","","ISSUED","03/20/2025","03/10/2026",2023-07-13,40.867778,-73.894581
"11584",1003732,"MANHATTAN","235","E BROADWAY","A1","","IN PROCESS","03/13/2025","12/16/2025",2025-03-20,40.714359,-73.986509
"11585",2130506,"BRONX","1225","SPOFFORD AVE","NB","","ISSUED","03/21/2025","07/31/2026",2023-08-15,40.813901,-73.890505
"11586",1091819,"MANHATTAN","3800","10 AVENUE","NB","","ISSUED","03/24/2025","07/02/2025",2023-12-05,40.86204,-73.920707
"11587",1044935,"MANHATTAN","330","EAST 75TH STREET","A2","OT","ISSUED","03/24/2025","04/01/2026",2021-02-12,40.770383,-73.956085
"11588",4264551,"QUEENS","157-18","115 ROAD","NB","","ISSUED","03/25/2025","10/14/2025",2020-07-21,40.686292,-73.788056
"11589",2004823,"BRONX","795","EAST  161 STREET","DM","EQ","RE-ISSUED","03/25/2025","03/25/2026",2025-03-25,40.820933,-73.903146
"11590",2013297,"BRONX","2075","WEBSTER AVENUE","NB","","ISSUED","03/25/2025","03/25/2026",2023-04-21,40.851741,-73.898493
"11591",3065463,"BROOKLYN","341","KINGSLAND AVE","A1","","ISSUED","03/26/2025","12/31/2025",2022-10-04,40.728574,-73.942139
"11592",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/26/2025","03/26/2026",2020-02-24,40.660306,-73.907355
"11593",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/26/2025","03/26/2026",2020-02-24,40.660306,-73.907355
"11594",3082389,"BROOKLYN","411","THATFORD AVE.","A2","OT","ISSUED","03/26/2025","03/26/2026",2020-02-24,40.660306,-73.907355
"11595",1014251,"MANHATTAN","220","WEST 28TH STREET","A2","SD","ISSUED","03/26/2025","03/26/2026",2022-11-22,40.747582,-73.994197
"11596",1050618,"MANHATTAN","421","EAST 88 STREET","A2","OT","ISSUED","03/27/2025","11/30/2025",2021-04-06,40.777911,-73.947757
"11597",1091865,"MANHATTAN","39","WEST 128TH","NB","","ISSUED","03/27/2025","04/01/2026",2024-12-13,40.808899,-73.942173
"11598",1091865,"MANHATTAN","39","WEST 128TH","NB","","ISSUED","03/27/2025","04/01/2026",2024-12-13,40.808899,-73.942173
"11599",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/27/2025","03/27/2026",2024-03-18,40.528092,-74.192032
"11600",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","MH","ISSUED","03/27/2025","03/27/2026",2022-01-12,40.528092,-74.192032
"11601",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/27/2025","03/27/2026",2022-01-12,40.528092,-74.192032
"11602",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/27/2025","03/27/2026",2022-01-12,40.528092,-74.192032
"11603",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/27/2025","03/27/2026",2022-01-12,40.528092,-74.192032
"11604",5082634,"STATEN ISLAND","100","LUTEN AVENUE","A2","OT","ISSUED","03/27/2025","03/27/2026",2022-01-12,40.528092,-74.192032
"11605",1003732,"MANHATTAN","235","E BROADWAY","A1","","ISSUED","03/27/2025","12/16/2025",2025-03-27,40.714359,-73.986509
"11606",1003732,"MANHATTAN","235","E BROADWAY","A1","","ISSUED","03/27/2025","12/16/2025",2025-03-27,40.714359,-73.986509
"11607",1003732,"MANHATTAN","235","E BROADWAY","A1","","ISSUED","03/27/2025","12/16/2025",2025-03-27,40.714359,-73.986509
"11608",4619459,"QUEENS","23-15","44 RD","A3","OT","ISSUED","03/28/2025","05/16/2025",2025-03-28,40.748365,-73.944557
"11609",1091067,"MANHATTAN","125","WEST 57TH STREET","NB","","ISSUED","03/31/2025","04/01/2026",2022-09-14,40.764727,-73.978142
"11610",3320627,"BROOKLYN","501","SURF AVE","A1","","ISSUED","03/31/2025","04/01/2026",2020-10-26,40.574897,-73.973978
"11611",3425050,"BROOKLYN","346","KENT AVENUE","NB","PL","ISSUED","03/31/2025","03/31/2026",2023-03-03,40.712805,-73.967651
"11612",3428586,"BROOKLYN","156","BAY 53 STREET","NB","","ISSUED","03/31/2025","01/31/2026",2021-11-09,40.582835,-73.987612
"11613",3429327,"BROOKLYN","625","FULTON STREET","NB","EQ","ISSUED","03/27/2025","03/31/2026",2025-03-31,40.688566,-73.980045
"11614",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","OT","ISSUED","03/31/2025","03/31/2026",2023-02-24,40.797577,-73.94128
"11615",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","OT","ISSUED","03/31/2025","03/31/2026",2023-02-24,40.797577,-73.94128
"11616",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","03/31/2025","03/29/2026",2021-07-01,40.690065,-73.923046
"11617",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","03/31/2025","03/29/2026",2021-07-29,40.690065,-73.923046
"11618",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","03/28/2025","06/01/2025",2022-01-13,40.690065,-73.923046
"11619",1014251,"MANHATTAN","220","WEST 28TH STREET","A1","","ISSUED","04/01/2025","04/01/2026",2021-12-29,40.747582,-73.994197
"11620",2092082,"BRONX","3603","THIRD AVENUE","A2","OT","ISSUED","04/01/2025","04/01/2026",2021-02-19,40.83308,-73.904809
"11621",3150481,"BROOKLYN","7805","7 AVENUE","A2","MH","ISSUED","04/01/2025","04/01/2026",2023-06-14,40.624173,-74.018732
"11622",3150481,"BROOKLYN","7805","7 AVENUE","A2","OT","ISSUED","04/01/2025","04/01/2026",2023-06-14,40.624173,-74.018732
"11623",5032825,"STATEN ISLAND","281","ADA DRIVE","A2","OT","ISSUED","04/02/2025","10/01/2025",2023-08-17,40.621486,-74.164268
"11624",3193844,"BROOKLYN","2255","EAST 2 STREET","A1","PL","ISSUED","04/02/2025","04/02/2026",2020-11-13,40.594189,-73.969016
"11625",4156029,"QUEENS","184-45","ABERDEEN ROAD","NB","","ISSUED","04/02/2025","04/05/2026",2024-01-22,40.72414,-73.783762
"11626",1016889,"MANHATTAN","28","EAST 28TH STREET","A1","","ISSUED","04/01/2025","06/29/2025",2020-02-12,40.743876,-73.985406
"11627",4623703,"QUEENS","143-02","135 AVENUE","NB","","ISSUED","04/03/2025","06/08/2025",2024-11-12,NA,NA
"11628",3023848,"BROOKLYN","100","15 STREET","A1","","ISSUED","04/04/2025","04/01/2026",2022-01-21,40.66746,-73.993248
"11629",4135975,"QUEENS","214-33","35TH AVENUE","A2","MH","ISSUED","04/04/2025","04/01/2026",2021-09-27,40.769536,-73.771148
"11630",4135975,"QUEENS","214-33","35TH AVENUE","A2","MH","ISSUED","04/04/2025","04/01/2026",2022-01-14,40.769536,-73.771148
"11631",2119099,"BRONX","700","EXTERIOR STREET","A2","OT","ISSUED","04/04/2025","04/01/2026",2023-09-18,40.823467,-73.931
"11632",3058228,"BROOKLYN","111","WILLOUGHBY STREET","NB","","ISSUED","04/04/2025","04/25/2025",2022-05-25,40.69214,-73.984628
"11633",3153881,"BROOKLYN","650","86TH STREET","NB","","ISSUED","04/04/2025","04/01/2026",2022-10-24,40.618851,-74.021875
"11634",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","MH","ISSUED","04/04/2025","04/01/2026",2023-02-24,40.797577,-73.94128
"11635",3058228,"BROOKLYN","111","WILLOUGHBY STREET","NB","","ISSUED","04/07/2025","04/01/2026",2022-05-25,40.69214,-73.984628
"11636",4623202,"QUEENS","35-15","19 AVENUE","NB","","ISSUED","04/07/2025","06/12/2025",2022-01-25,40.780124,-73.902028
"11637",3429084,"BROOKLYN","624","METROPOLITAN AVENUE","NB","PL","ISSUED","04/07/2025","04/22/2026",2025-04-22,40.714156,-73.948301
"11638",2013297,"BRONX","2075","WEBSTER AVENUE","NB","PL","ISSUED","04/08/2025","04/08/2026",2023-04-21,40.851741,-73.898493
"11639",2013297,"BRONX","2075","WEBSTER AVENUE","NB","PL","ISSUED","04/08/2025","04/08/2026",2023-04-21,40.851741,-73.898493
"11640",2013297,"BRONX","2075","WEBSTER AVENUE","NB","PL","ISSUED","04/08/2025","04/08/2026",2022-11-17,40.851741,-73.898493
"11641",4438110,"QUEENS","37-16","UNION STREET","NB","","ISSUED","04/09/2025","04/09/2026",2025-01-06,40.762215,-73.827425
"11642",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","","ISSUED","03/01/2023","12/30/2023",2023-03-01,40.60251,-73.767183
"11643",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","","ISSUED","03/01/2023","12/30/2023",2023-03-01,40.60251,-73.767183
"11644",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","","ISSUED","03/16/2023","12/30/2023",2023-03-16,40.60251,-73.767183
"11645",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","PL","ISSUED","05/13/2023","05/12/2024",2023-05-13,40.60251,-73.767183
"11646",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","","ISSUED","01/03/2024","12/30/2024",2023-03-16,40.60251,-73.767183
"11647",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","PL","ISSUED","02/08/2024","02/07/2025",2023-05-13,40.60251,-73.767183
"11648",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","","ISSUED","01/02/2025","12/30/2025",2023-03-16,40.60251,-73.767183
"11649",4625562,"QUEENS","3020","BESSEMUND AVENUE","NB","PL","ISSUED","03/18/2025","03/18/2026",2023-05-13,40.60251,-73.767183
"11650",1091067,"MANHATTAN","125","WEST 57TH STREET","NB","","ISSUED","04/11/2025","03/06/2026",2022-09-14,40.764727,-73.978142
"11651",1091067,"MANHATTAN","125","WEST 57TH STREET","NB","","ISSUED","04/11/2025","03/06/2026",2022-09-14,40.764727,-73.978142
"11652",1017224,"MANHATTAN","415","5TH AVENUE","A3","OT","ISSUED","04/11/2025","08/09/2025",2025-04-11,40.750603,-73.982972
"11653",1090459,"MANHATTAN","255","WEST 34 STREET","A3","EQ","ISSUED","04/15/2025","04/15/2026",2020-11-12,40.751823,-73.992569
"11654",3166707,"BROOKLYN","8620","19 AVENUE","NB","","ISSUED","04/17/2025","09/19/2025",2025-04-25,40.605357,-74.001073
"11655",1015733,"MANHATTAN","262","FIFTH AVENUE","NB","PL","ISSUED","04/18/2025","04/18/2026",2024-04-18,40.745081,-73.987019
"11656",4038628,"QUEENS","82-11","QUEENS BLVD","A1","","IN PROCESS","04/21/2025","12/24/2025",2025-04-21,40.737481,-73.881126
"11657",2130439,"BRONX","784","COURTLANDT AVENUE","NB","","ISSUED","04/21/2025","04/08/2026",2023-11-01,40.822396,-73.916801
"11658",2130439,"BRONX","784","COURTLANDT AVENUE","NB","","ISSUED","04/21/2025","04/08/2026",2023-11-01,40.822396,-73.916801
"11659",2130439,"BRONX","784","COURTLANDT AVENUE","NB","","ISSUED","04/21/2025","04/08/2026",2023-11-01,40.822396,-73.916801
"11660",1091865,"MANHATTAN","39","WEST 128TH","NB","","ISSUED","12/13/2024","04/01/2025",2024-12-13,40.808899,-73.942173
"11661",1091865,"MANHATTAN","39","WEST 128TH","NB","","ISSUED","12/13/2024","04/01/2025",2024-12-13,40.808899,-73.942173
"11662",1091865,"MANHATTAN","39","WEST 128TH","NB","","ISSUED","12/13/2024","04/01/2025",2024-12-13,40.808899,-73.942173
"11663",1091865,"MANHATTAN","39","WEST 128TH","NB","","ISSUED","03/27/2025","04/01/2026",2024-12-13,40.808899,-73.942173
"11664",1051383,"MANHATTAN","610","EAST 83RD STREET","A1","","ISSUED","04/23/2025","11/01/2025",2023-08-15,40.772879,-73.945963
"11665",1017224,"MANHATTAN","415","5TH AVENUE","A3","OT","ISSUED","04/24/2025","08/09/2025",2025-04-24,40.750603,-73.982972
"11666",3082389,"BROOKLYN","411","THATFORD AVE.","A2","BL","ISSUED","04/24/2025","05/01/2025",2020-02-24,40.660306,-73.907355
"11667",3332217,"BROOKLYN","92","CENTRE MALL","A2","OT","ISSUED","04/24/2025","01/01/2026",2021-08-19,40.674833,-74.003558
"11668",3332217,"BROOKLYN","92","CENTRE MALL","A2","OT","ISSUED","04/24/2025","01/01/2026",2021-08-19,40.674833,-74.003558
"11669",3332217,"BROOKLYN","92","CENTRE MALL","A2","OT","ISSUED","04/24/2025","01/01/2026",2021-08-19,40.674833,-74.003558
"11670",3332224,"BROOKLYN","748","HENRY STREET","A2","OT","ISSUED","04/24/2025","01/01/2026",2020-12-17,40.675409,-74.003612
"11671",3332224,"BROOKLYN","748","HENRY STREET","A2","OT","ISSUED","04/24/2025","01/01/2026",2020-12-17,40.675409,-74.003612
"11672",3332224,"BROOKLYN","748","HENRY STREET","A2","OT","ISSUED","04/24/2025","01/01/2026",2020-12-17,40.675409,-74.003612
"11673",3332221,"BROOKLYN","465","COLUMBIA STREET","A2","OT","ISSUED","04/24/2025","01/01/2026",2021-08-02,40.676375,-74.006861
"11674",3332221,"BROOKLYN","465","COLUMBIA STREET","A2","OT","ISSUED","04/24/2025","01/01/2026",2021-08-02,40.676375,-74.006861
"11675",3332221,"BROOKLYN","465","COLUMBIA STREET","A2","OT","ISSUED","04/24/2025","01/01/2026",2021-08-02,40.676375,-74.006861
"11676",3429247,"BROOKLYN","487","FOURTH AVENUE","NB","","ISSUED","04/25/2025","04/25/2026",2023-06-12,40.668453,-73.990289
"11677",4038628,"QUEENS","82-11","QUEENS BLVD","A2","OT","ISSUED","04/25/2025","06/07/2025",2025-04-30,40.737481,-73.881126
"11678",1083184,"MANHATTAN","176","EAST 115TH STREET","A2","MH","ISSUED","04/25/2025","04/01/2026",2023-02-24,40.797577,-73.94128
"11679",2129342,"BRONX","1746","ANDREWS AVE SO","NB","","ISSUED","04/25/2025","04/25/2026",2022-03-25,40.85037,-73.917222
"11680",2130622,"BRONX","97","WEST 169 STREET","NB","","ISSUED","04/25/2025","04/25/2026",2023-07-19,40.839538,-73.923177
"11681",2057045,"BRONX","800","EAST GUN HILL ROAD","A2","MH","ISSUED","04/28/2025","04/28/2026",2021-11-22,40.875953,-73.86197
"11682",2130518,"BRONX","3019","CORLEAR AVENUE","NB","PL","ISSUED","04/28/2025","04/28/2026",2025-04-28,40.879381,-73.908648
"11683",1091887,"MANHATTAN","520","FIFTH AVENUE","NB","","ISSUED","04/28/2025","08/31/2025",2022-09-02,40.754421,-73.980213
"11684",2130622,"BRONX","97","WEST 169 STREET","NB","","RE-ISSUED","04/25/2025","04/28/2026",2023-06-27,40.839538,-73.923177
"11685",2130622,"BRONX","97","WEST 169 STREET","NB","","RE-ISSUED","04/25/2025","04/28/2026",2023-06-27,40.839538,-73.923177
"11686",3076057,"BROOKLYN","1333","BROADWAY","A2","SD","ISSUED","06/05/2025","06/05/2026",2022-10-19,40.690065,-73.923046
"11687",3328504,"BROOKLYN","2038","CROPSEY AVE","A2","OT","ISSUED","04/29/2025","04/25/2026",2024-07-25,40.59951,-74.001826
"11688",4038628,"QUEENS","82-11","QUEENS BLVD","A1","","ISSUED","04/30/2025","12/24/2025",2025-04-30,40.737481,-73.881126
"11689",4038628,"QUEENS","82-11","QUEENS BLVD","A1","","ISSUED","04/30/2025","12/24/2025",2025-04-30,40.737481,-73.881126
"11690",4618910,"QUEENS","35-32","LEAVITT STREET","NB","","ISSUED","04/30/2025","09/01/2025",2020-09-29,40.764245,-73.828835
"11691",1009430,"MANHATTAN","16","FIFTH AVENUE","NB","","ISSUED","04/30/2025","03/17/2026",2022-09-27,40.732624,-73.996092
"11692",4000548,"QUEENS","46-01","21 STREET","A2","OT","ISSUED","04/30/2025","05/01/2026",2021-03-18,40.745872,-73.948093
"11693",4000548,"QUEENS","46-01","21 STREET","A2","MH","ISSUED","04/30/2025","05/01/2026",2021-03-18,40.745872,-73.948093
"11694",2017421,"BRONX","2702","CRESTON AVENUE","NB","","ISSUED","05/02/2025","03/10/2026",2023-07-13,40.867778,-73.894581
"11695",3153881,"BROOKLYN","650","86TH STREET","A2","SD","ISSUED","05/02/2025","05/02/2026",2023-05-10,40.618851,-74.021875
"11696",3153881,"BROOKLYN","650","86TH STREET","A2","SP","ISSUED","05/02/2025","05/02/2026",2023-05-10,40.618851,-74.021875
"11697",3082114,"BROOKLYN","166","LIVONIA AVE","NB","","ISSUED","05/02/2025","02/10/2026",2021-12-30,40.662096,-73.91193
"11698",1091855,"MANHATTAN","1299","3 AVENUE","NB","","ISSUED","02/22/2023","02/22/2024",2023-02-22,40.771378,-73.959402
"11699",1091855,"MANHATTAN","1299","3 AVENUE","NB","","RE-ISSUED","05/31/2023","05/31/2024",2023-02-22,40.771378,-73.959402
"11700",1091855,"MANHATTAN","1299","3 AVENUE","NB","PL","ISSUED","01/29/2024","01/28/2025",2024-01-29,40.771378,-73.959402
